NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT00943930,Marijuana Drug Discrimination and Self-Administration,https://clinicaltrials.gov/study/NCT00943930,COMPLETED,NO,Marijuana Abuse,"DRUG: THC (delta-9 tetrahydrocannabinol), d-amphetamine, oral THC",Wayne State University,National Institute on Drug Abuse (NIDA),ALL,ADULT,29,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2009-04,2014-12,"Wayne State University, Detroit, Michigan, 48201, United States"
NCT06351540,Examining the Role of Tolerance on Dose-dependent Effects of Acute THC on Oculomotor and Cognitive Performance,https://clinicaltrials.gov/study/NCT06351540,NOT_YET_RECRUITING,NO,Cannabis Use|Impaired Driving|Cognitive Impairment,DRUG: Cannabis,Johns Hopkins University,National Institute on Drug Abuse (NIDA),ALL,ADULT,40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",2025-03-01,2025-12-01,"Johns Hopkins Behavioral Pharmacology Research Unit, Baltimore, Maryland, 21224, United States"
NCT00241592,Vaporization as a Smokeless Cannabis Delivery System,https://clinicaltrials.gov/study/NCT00241592,COMPLETED,NO,Healthy Volunteers,DRUG: Cannabis,Center for Medicinal Cannabis Research,"University of California, San Francisco",ALL,ADULT,18,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE|Primary Purpose: TREATMENT,2004-08,2005-05,"UCSF Community Consortium, San Francisco, California, 94110, United States"
NCT00395044,Gabapentin Treatment of Cannabis Dependence,https://clinicaltrials.gov/study/NCT00395044,COMPLETED,YES,Cannabis Dependence,DRUG: Placebo|DRUG: Gabapentin,The Scripps Research Institute,National Institute on Drug Abuse (NIDA),ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-08,2008-07,"The Scripps Research Institute, La Jolla, California, 92037, United States"
NCT04601207,A Study Investigating the Bioavailability of CBD and THC in an Emulsion Product in a Healthy Population,https://clinicaltrials.gov/study/NCT04601207,COMPLETED,NO,Healthy|Cannabis,DRUG: Cannabis Preparation|DRUG: Cannabis Preparation,New Age Ventures LLC,KGK Science Inc.,ALL,ADULT,32,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2020-06-19,2020-11-30,"KGK Science Inc., London, Ontario, N6A 5R8, Canada"
NCT05322941,Effect of AEF0117 on Treatment-seeking Patients With Cannabis Use Disorder (CUD),https://clinicaltrials.gov/study/NCT05322941,COMPLETED,NO,Marijuana Abuse,DRUG: AEF0117|DRUG: Placebo oral capsule,Aelis Farma,,ALL,"ADULT, OLDER_ADULT",333,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-05-06,2024-07-22,"Cedar clinical research, Phoenix, Arizona, 85021, United States|CenExel CNR, Garden Grove, California, 82845, United States|UCLA Department of Psychiatry and Biobehavioral Sciences, Los Angeles, California, 90095, United States|Yale Stress Center - Addiction Program, New Haven, Connecticut, 06520, United States|Segal Trial, Lauderhill, Florida, 33319, United States|Behavioral Clinical Research, Miami Lakes, Florida, 33016, United States|The Substance Treatment and Research Service (S.T.A.R.S.) of Columbia University/NYSPI., New York, New York, 10032, United States|CODA, Inc Research Department, Portland, Oregon, 97214, United States|Addiction Sciences Division Department of Psychiatry and Behavioral Sciences Medical University of South Carolina, Charleston, South Carolina, 29425-8640, United States|Department of Psychiatry and Behavioral Sciences at UT Health San Antonio., San Antonio, Texas, 78218, United States|Cedar Clinical Research, Draper, Utah, 84020, United States"
NCT03186664,The Role of SAtivex® in Robotic-Rehabilitation,https://clinicaltrials.gov/study/NCT03186664,COMPLETED,NO,Rehabilitation,DEVICE: Lokomat training|DRUG: Sativex,IRCCS Centro Neurolesi Bonino Pulejo,,ALL,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2016-12-28,2018-06,"IRCCS Centro Neurolesi Bonino-Pulejo"", Messina, Sicily, 98123, Italy"
NCT05836857,The Use of Cannabis (Marijuana) and Cannabidiol (CBD) Among Cancer Patients: a Pilot Study,https://clinicaltrials.gov/study/NCT05836857,ACTIVE_NOT_RECRUITING,NO,Cancer,BEHAVIORAL: Cannabis (Marijuana)|BEHAVIORAL: Cannabidiol (CBD),M.D. Anderson Cancer Center,,ALL,"ADULT, OLDER_ADULT",100,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-01-30,2025-05-31,"M D Anderson Cancer Center, Houston, Texas, 77030, United States"
NCT05999383,Understanding the Clinical Pharmacology of Marijuana-Tobacco Co-administration,https://clinicaltrials.gov/study/NCT05999383,NOT_YET_RECRUITING,NO,THC|Cannabis|Cannabis Use|Cannabis Smoking|Tobacco Use|Vaping,DRUG: Cannabis|DRUG: Nicotine|DEVICE: Pax Loose Leaf Vaporizer|OTHER: Placebo Marijuana,"University of California, San Francisco",National Institute on Drug Abuse (NIDA)|National Institutes of Health (NIH)|Food and Drug Administration (FDA),ALL,"ADULT, OLDER_ADULT",48,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",2025-03-01,2027-12-01,"Zuckerberg San Francisco General Hospital, San Francisco, California, 94110, United States"
NCT02080676,Effects of Marihuana Use on Optic Nerve Parameters and Ocular Blood Flow,https://clinicaltrials.gov/study/NCT02080676,UNKNOWN,NO,Intra Ocular Pressure,,Carmel Medical Center,,ALL,"ADULT, OLDER_ADULT",100,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-03,2016-05,"Carmel Medical Center, Haifa, Israel"
NCT00308555,Opioid and Cannabinoid Pharmacokinetic Interactions,https://clinicaltrials.gov/study/NCT00308555,COMPLETED,YES,Pain,DRUG: Cannabis,"University of California, San Francisco",National Institute on Drug Abuse (NIDA),ALL,"ADULT, OLDER_ADULT",24,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-05,2009-03,"Community Consortium, San Francisco, California, 94110, United States"
NCT03204305,Brain Imaging of Cannabinoid Receptors,https://clinicaltrials.gov/study/NCT03204305,COMPLETED,YES,"Cannabis Use Disorder|Cannabis Dependence, Continuous",DRUG: 11C-OMAR|DRUG: Cannabis,Johns Hopkins University,National Institute on Drug Abuse (NIDA),FEMALE,ADULT,28,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: BASIC_SCIENCE,2017-09-14,2020-03-31,"Johns Hopkins Bayview Medical Center, Baltimore, Maryland, 21224, United States"
NCT03633721,Acute Effects of Cannabis on Cognition and Mobility in Older HIV-infected and HIV-Un-infected Women,https://clinicaltrials.gov/study/NCT03633721,COMPLETED,NO,HIV|AIDS|Aging,DRUG: Cannabis|OTHER: Placebo,Albert Einstein College of Medicine,National Institute on Aging (NIA),FEMALE,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: OTHER",2020-10-23,2022-05-31,"Montefiore Medical Center, Bronx, New York, 10461, United States"
NCT05407285,A Study of Ingested Cannabidiol in Healthy Occasional Cannabis Users,https://clinicaltrials.gov/study/NCT05407285,COMPLETED,NO,Cannabis,"DRUG: cannabis 0 mg, placebo|DRUG: Cannabis 20 mg,|DRUG: Cannabis 50 mg|DRUG: Cannabis 100 mg|DRUG: Cannabis 200 mg",Centre hospitalier de l'Université de Montréal (CHUM),,ALL,"ADULT, OLDER_ADULT",70,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-07-22,2023-11-14,"Centre de recherche du Centre Hospitalier Universitaire de Montréal, Montréal, Quebec, H2X0A9, Canada"
NCT06518434,A Pilot Study on the Effect of Cannabis Oil in Untreatable Liver Cancer Patients,https://clinicaltrials.gov/study/NCT06518434,RECRUITING,NO,Hepatocellular Carcinoma|Cannabis,DRUG: Medical Cannabis,University Medical Center Groningen,,ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-04-15,2027-04-15,"University Medical Center Groningen, Groningen, 9713 GZ, Netherlands"
NCT00743119,Comparison of the Analgesic Effects of Dronabinol and Smoked Marijuana in Daily Marijuana Smokers,https://clinicaltrials.gov/study/NCT00743119,COMPLETED,YES,Pain Threshold|Mood,DRUG: Placebo capsules|DRUG: Inactive marijuana (0% THC)|DRUG: Low dose Dronabinol|DRUG: High dose Dronabinol|DRUG: Low THC marijuana|DRUG: High THC marijuana,New York State Psychiatric Institute,"Research Foundation for Mental Hygiene, Inc.|National Institute on Drug Abuse (NIDA)",FEMALE,ADULT,34,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: OTHER",2008-06,2013-05,"New York State Psychiatric Institute, New York, New York, 10032, United States"
NCT04856566,Examine the Feasibility of a Standardized Field Test for Marijuana and Alcohol Impairment: Laboratory Evaluations,https://clinicaltrials.gov/study/NCT04856566,ACTIVE_NOT_RECRUITING,NO,Marijuana Impairment|Alcohol Impairment,"DRUG: Low Marijuana, Hash, THC, or Grass|DRUG: High Marijuana, Hash, THC, or Grass|DRUG: Placebo|DRUG: 0.05 BAC Alcohol|DRUG: 0.08 BAC Alcohol",Yale University,National Highway Traffic Safety Administration (NHTSA)|Hartford Hospital|National Institute on Drug Abuse (NIDA),ALL,ADULT,12,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2021-07-28,2025-04,"Hartford Hospital, Hartford, Connecticut, 06106, United States"
NCT05276232,Detection of Cannabis Impairment With ISBRG's SpotLight-THC,https://clinicaltrials.gov/study/NCT05276232,UNKNOWN,NO,Cannabis,DRUG: Cannabis(THC) inhaled,ISBRG Corp,National Advanced Driving Simulator,ALL,"ADULT, OLDER_ADULT",75,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2022-03,2022-08,"National Advanced Driving Simulator, Iowa City, Iowa, 52242, United States"
NCT02777502,Effects of Cannabidiol on Marijuana-seeking in Humans,https://clinicaltrials.gov/study/NCT02777502,COMPLETED,NO,Marijuana Abuse,,Wayne State University,,ALL,ADULT,30,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2016-01-01,2019-01-31,"Tolan Park Medical Building, Detroit, Michigan, 48201, United States"
NCT02817698,Imaging the Neurochemistry of Drug Addiction With PET,https://clinicaltrials.gov/study/NCT02817698,COMPLETED,YES,Smoking|Cannabis,DRUG: cannabis,Yale University,National Institute on Drug Abuse (NIDA),ALL,ADULT,25,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2017-11-29,2024-06-14,"Connecticut Mental Health Center, New Haven, Connecticut, 06519, United States|Yale Magnetic Resonance Research Center, New Haven, Connecticut, 06519, United States|Yale PET Center, New Haven, Connecticut, 06519, United States"
NCT04139668,Vivitrol Treatment for Cannabis Use Disorder,https://clinicaltrials.gov/study/NCT04139668,TERMINATED,YES,Cannabis Use Disorder,DRUG: Naltrexone 380 MG [Vivitrol]|BEHAVIORAL: Motivational Enhancement Therapy and Cognitive Behavioral Therapy,Centre for Addiction and Mental Health,,ALL,ADULT,1,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-06-09,2022-06-13,"Centre for Addiction and Mental Health, Toronto, Ontario, M5S2S1, Canada"
NCT05212493,The Effects of Medical Cannabis in Children With Autistic Spectrum Disorder,https://clinicaltrials.gov/study/NCT05212493,COMPLETED,NO,Autism Spectrum Disorder,DRUG: Cannabis oil,Assaf-Harofeh Medical Center,Seach Sarid Ltd|Canndoc Ltd,ALL,"CHILD, ADULT",128,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-11-14,2023-12-31,"Assaf Harofeh Medical Center, Zerifin, 70300, Israel"
NCT05384470,Detecting Drugs of Abuse Via Exhaled Breath Samples Using Differential Mobility Spectrometry,https://clinicaltrials.gov/study/NCT05384470,RECRUITING,NO,Opiate Abuse|Marijuana Abuse,DRUG: Marihuana|DEVICE: BID2 Instrument - breathalyzer,Mclean Hospital,VOX BIOMEDICAL LLC,ALL,ADULT,50,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2021-07-01,2024-10-30,"McLean Hospital, Belmont, Massachusetts, 02478, United States"
NCT05432206,MEDical CANnabis for Improving Symptoms During Severe DEMentia Disorders in Long-term Care Facility in Geneva,https://clinicaltrials.gov/study/NCT05432206,COMPLETED,NO,Dementia with Behavioral Disturbance,DRUG: Cannabis Sativa Oil|DRUG: Placebo,Fondation pour l'accueil et l'hébérement des personnes âgées,"University Hospital, Geneva",ALL,"ADULT, OLDER_ADULT",27,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-09-29,2024-11-29,"FAHPA, Geneva, 1206, Switzerland"
NCT03717272,Effect of AEF0117 on Subjective Effects of Cannabis in CUD Subjects,https://clinicaltrials.gov/study/NCT03717272,COMPLETED,NO,Marijuana Abuse,DRUG: AEF0117|DRUG: Placebo oral capsule,Aelis Farma,"National Institute on Drug Abuse (NIDA)|Columbia University|New York State Psychiatric Institute|ClinStar, LLC",ALL,ADULT,29,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2018-10-23,2021-01-01,"Substance Use Research Center, New York, New York, 10032, United States"
NCT05899946,An Integrated Program to Promote Anti-cannabis Messages,https://clinicaltrials.gov/study/NCT05899946,NOT_YET_RECRUITING,NO,Cannabis,OTHER: A community-based network training program,The Hong Kong Polytechnic University,,ALL,"CHILD, ADULT, OLDER_ADULT",200,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2023-09,2025-03-01,"Katherine Lam, Hong Kong, Hong Kong,China, 0000, Hong Kong"
NCT04965012,Testing the Efficacy of an Online Treatment Program for Heavy Cannabis Use,https://clinicaltrials.gov/study/NCT04965012,COMPLETED,NO,Marijuana Use|Marijuana Dependence,BEHAVIORAL: Online CBT with MET treatment|BEHAVIORAL: CBT without MET treatment,York University,University of Manitoba,ALL,"ADULT, OLDER_ADULT",152,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-08-25,2023-10-01,"University of Manitoba, Winnipeg, Manitoba, Canada|York University, Toronto, Ontario, Canada"
NCT00255580,Medicinal Cannabis for Painful HIV Neuropathy,https://clinicaltrials.gov/study/NCT00255580,COMPLETED,NO,Neuropathic Pain,DRUG: Smoked cannabis,Center for Medicinal Cannabis Research,,ALL,"ADULT, OLDER_ADULT",28,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2001-09,2006-11,"UC San Diego, Hillcrest Medical Center, San Diego, California, 92103, United States"
NCT05578313,Inflammatory Bowel Diseases (IBD) Cannabis Registry,https://clinicaltrials.gov/study/NCT05578313,UNKNOWN,NO,Crohn Disease|Ulcerative Colitis|Pouchitis|Healthy,DRUG: Medical Cannabis,"Eli Sprecher, MD",,ALL,"ADULT, OLDER_ADULT",1000,OTHER_GOV,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-07-10,2024-07-10,"Dep. of Gastroenterology, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel"
NCT05472818,SV2A Density Cannabis Use Disorder,https://clinicaltrials.gov/study/NCT05472818,RECRUITING,NO,Cannabis Use Disorder|Healthy,DRUG: [11C]APP311,Yale University,National Institute on Drug Abuse (NIDA),ALL,"ADULT, OLDER_ADULT",42,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2022-05-01,2032-05,"Yale University School of Medicine, New Haven, Connecticut, 06511, United States"
NCT06808048,Medical Cannabis and Behavior,https://clinicaltrials.gov/study/NCT06808048,NOT_YET_RECRUITING,NO,Chronic Pain Patients|Medical Cannabis Users,BEHAVIORAL: Cognitive testing|BEHAVIORAL: Task-based fMRI measure of inhibitory control|BEHAVIORAL: Task-based fMRI measure of face-name learning,University of Minnesota,National Institute on Drug Abuse (NIDA),ALL,"ADULT, OLDER_ADULT",180,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2025-02-15,2029-05-31,"University of Minnesota, Minneapolis, Minnesota, 55455, United States"
NCT05219370,"Treatment With Cannabis Oil Containing CBD, THC, CBDV or CBG vs. Placebo of Persons With ADHD",https://clinicaltrials.gov/study/NCT05219370,TERMINATED,NO,ADHD|Hyperactivity|Attention Deficit,DRUG: Cannabis oil,Brlev Agricultural Crops Ltd,Bio-Sciences Pharma Ltd.,ALL,"ADULT, OLDER_ADULT",8,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-07-31,2022-12-31,"Shamir (Assaf Harofeh) Medical Center, Be'er Ya'aqov, Israel"
NCT01964404,"Cannabis, Schizophrenia and Reward: Self-Medication and Agonist Treatment?",https://clinicaltrials.gov/study/NCT01964404,COMPLETED,NO,Schizophrenia|Dual Diagnosis|Psychotic Disorder|Cannabis Use Disorder,DRUG: Marijuana|DRUG: Dronabinol|DRUG: Placebo,Dartmouth-Hitchcock Medical Center,Columbia University|Harvard Medical School (HMS and HSDM)|Massachusetts Institute of Technology|Massachusetts General Hospital|Nathan Kline Institute for Psychiatric Research|University of Vermont|National Institute on Drug Abuse (NIDA),ALL,ADULT,261,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2014-07,2021-09-18,"Dartmouth Hitchcock Medical Center, Lebanon, New Hampshire, 03756, United States|University of Vermont, Burlington, Vermont, 05401, United States"
NCT01697709,Quetiapine Pharmacotherapy for Cannabis Dependence,https://clinicaltrials.gov/study/NCT01697709,COMPLETED,YES,Cannabis Dependence,DRUG: Quetiapine|DRUG: Placebo,New York State Psychiatric Institute,National Institute on Drug Abuse (NIDA),ALL,ADULT,130,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2012-10-01,2017-04-30,"New York State Psychiatric Institute, New York, New York, 10032, United States"
NCT06293040,Vaporized Cannabis Administration and Co-Administration of Alcohol on Impairment,https://clinicaltrials.gov/study/NCT06293040,RECRUITING,NO,Cannabis Intoxication|Alcohol Intoxication,DRUG: Cannabis|DRUG: Alcohol|DRUG: Placebo Cannabis|DRUG: Placebo Alcohol,Johns Hopkins University,National Institute on Drug Abuse (NIDA),ALL,"ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2024-09-26,2027-12,"Johns Hopkins Behavioral Pharmacology Research Unit, Baltimore, Maryland, 21224, United States"
NCT00403117,Effects of a Range of Naltrexone Doses in Combination With Smoked Marijuana,https://clinicaltrials.gov/study/NCT00403117,COMPLETED,YES,Marijuana Use,DRUG: Placebo + Inactive Marijuana (0% THC)|DRUG: Placebo + Active Marijuana (3.27% THC)|DRUG: Naltrexone 12 Mg+ Active Marijuana (3.27% THC)|DRUG: Naltrexone 25 Mg + Active Marijuana (3.27% THC)|DRUG: Naltrexone 50 Mg+ Active Marijuana (3.27% THC)|DRUG: Naltrexone 100 Mg+ Active Marijuana (3.27% THC)|DRUG: Naltrexone 12 Mg + Inactive Marijuana (0% THC)|DRUG: Naltrexone 25 Mg + Inactive Marijuana (0% THC)|DRUG: Naltrexone 50 Mg + Inactive Marijuana (0% THC)|DRUG: Naltrexone 100 Mg + Inactive Marijuana (0% THC),New York State Psychiatric Institute,"Research Foundation for Mental Hygiene, Inc.|National Institute on Drug Abuse (NIDA)",ALL,ADULT,49,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",2006-12,2010-08,
NCT03430050,Progesterone for Cannabis Withdrawal,https://clinicaltrials.gov/study/NCT03430050,COMPLETED,YES,Cannabis Use Disorder|Cannabis Withdrawal,DRUG: Progesterone|DRUG: Placebo,Medical University of South Carolina,National Institute on Drug Abuse (NIDA)|National Institutes of Health (NIH),FEMALE,ADULT,8,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2017-10-16,2018-04-04,"Medical University of South Carolina, Charleston, South Carolina, 29403, United States"
NCT03629990,Approach Bias Modification for the Treatment of Cannabis Use Disorder,https://clinicaltrials.gov/study/NCT03629990,COMPLETED,YES,Cannabis Use Disorder,BEHAVIORAL: Approach Bias Modification (ABM)|BEHAVIORAL: Sham ABM|BEHAVIORAL: Psychosocial therapy for cannabis use disorder.,Medical University of South Carolina,National Institute on Drug Abuse (NIDA),ALL,"ADULT, OLDER_ADULT",104,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-01-16,2023-10-30,"Medial University of South Carolina, Charleston, South Carolina, 29425, United States"
NCT05488509,Acute Effects of Cannabis on Everyday Life Memory,https://clinicaltrials.gov/study/NCT05488509,RECRUITING,NO,Cannabis Use,DRUG: Cannabis|DRUG: Placebo,Washington State University,,ALL,"ADULT, OLDER_ADULT",156,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2023-08-21,2024-12-01,"Washington State University, Pullman, Washington, 99163, United States"
NCT03106363,Combined Alcohol and Cannabis Effects on Skills of Young Drivers,https://clinicaltrials.gov/study/NCT03106363,COMPLETED,NO,Psychomotor Impairment,DRUG: delta 9 tetrahydrocannabinol|DRUG: placebo delta 9 tetrahydrocannabinol|DRUG: Alcohol|DRUG: Placebo alcohol,Centre for Addiction and Mental Health,Canadian Institutes of Health Research (CIHR)|Health Canada,ALL,ADULT,85,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: OTHER",2017-07-04,2020-01-17,"Centre for Addiction and Mental Health, Toronto, Ontario, M5S 2S1, Canada"
NCT00373295,Effect of Baclofen on Marijuana Withdrawal and Relapse,https://clinicaltrials.gov/study/NCT00373295,COMPLETED,YES,Marijuana Dependence,DRUG: Baclofen|DRUG: Marijuana|DRUG: Placebo,New York State Psychiatric Institute,National Institute on Drug Abuse (NIDA),ALL,ADULT,13,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",2006-05,2010-01,"New York State Psychiatric Institute, New York, New York, 10032, United States"
NCT06259916,"Distinguishing Alcohol Intoxication, Cannabis Intoxication and Co-intoxication Using Electroencephalography (EEG)",https://clinicaltrials.gov/study/NCT06259916,RECRUITING,NO,"Cannabis Use|Alcohol Use, Unspecified",OTHER: Alcohol|OTHER: Cannabis,Colorado State University,,ALL,ADULT,99,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2024-01-05,2026-05-30,"Colorado State University, Fort Collins, Colorado, 80523, United States"
NCT04629716,Reactions of Older Adults Driving After Cannabis Exposure,https://clinicaltrials.gov/study/NCT04629716,COMPLETED,NO,Chronic Pain,OTHER: Medical Cannabis,Florida State University,,ALL,"ADULT, OLDER_ADULT",44,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-04-23,2023-08-31,"Smart House at Oak Hammock, Gainesville, Florida, 32608, United States"
NCT05521321,Feasibility and Acceptability of the Cannabis Awareness and Prevention Toolkit,https://clinicaltrials.gov/study/NCT05521321,ENROLLING_BY_INVITATION,NO,Cannabis Use,BEHAVIORAL: Stanford Cannabis Awareness and Prevention curriculum,Stanford University,National Institute on Drug Abuse (NIDA),ALL,"CHILD, ADULT",600,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2022-10-01,2024-11-30,"Stanford University, Palo Alto, California, 94304, United States"
